순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,인문학,공정하다는 착각,K092633826,9791164136452,3300,와이즈베리,"마이클 샌델 지음, 함규진 옮김",18000,16200,1800,10%,900점,20201201,251757
2,인문학,휴먼카인드,K892738525,9791191056471,3900,인플루엔셜(주),"뤼트허르 브레흐만 지음, 조현욱 옮김",22000,19800,2200,10%,"1,100점",20210302,35040
3,인문학,미네르바 인문 읽기와 쓰기,K062530539,9791159011733,13710,한국외국어대학교출판부 지식출판원(HUINE),미네르바 교양대학 교재편찬위원회 지음,18000,17100,900,5%,900점,20170227,28940
4,인문학,"1일 1페이지, 세상에서 가장 짧은 심리 수업 365",K112738822,9791191308440,4030,위즈덤하우스,정여울 지음,16000,14400,1600,10%,800점,20210205,40660
5,인문학,글쓰기에 대하여,K402738423,9791189336325,3800,프시케의숲,"마거릿 애트우드 지음, 박설영 옮김",16000,14400,1600,10%,800점,20210301,26670
6,인문학,문장교실 : 글쓰기는 귀찮지만 잘 쓰고 싶어,K062738222,9791155813447,43800,윌북,"하야미네 가오루 지음, 김윤경 옮김",15800,14220,1580,10%,790점,20210215,16690
7,인문학,끝내주는 맞춤법,K582738938,9791189683832,3700,유유,김정선 지음,16000,14400,1600,10%,800점,20210304,18480
8,인문학,정의란 무엇인가,8937834790,9788937834790,3300,와이즈베리,"마이클 샌델 지음, 김명철 옮김, 김선욱 감수",15000,13500,1500,10%,750점,20141120,89286
9,인문학,현대 심리치료와 상담 이론,8963309266,9788963309262,93180,학지사,권석만 지음,22000,22000,0,0%,"1,100점",20120830,28716
10,인문학,사피엔스,8934972467,9788934972464,3900,김영사,"유발 하라리 지음, 조현욱 옮김, 이태수 감수",22000,19800,2200,10%,"1,100점",20151123,168458
11,인문학,메트로폴리스,K322738124,9791164842254,3900,매일경제신문사,"벤 윌슨 지음, 박수철 옮김, 박진빈 감수",27000,24300,2700,10%,"1,350점",20210308,14655
12,인문학,현대 이상심리학,8999701735,9788999701733,93180,학지사,권석만 지음,27000,27000,0,0%,"1,350점",20130910,22592
13,인문학,책의 말들,K442738385,9791189683825,4800,유유,김겨울 지음,13000,11700,1300,10%,650점,20210204,27905
14,인문학,심리학의 이해 (윤가현 외),8999717607,9788999717604,93180,학지사,윤가현 외 지음,22000,22000,0,0%,660점,20190630,16856
15,인문학,가족치료의 이해,8999714926,9788999714924,93180,학지사,정문자 외 지음,23000,23000,0,0%,690점,20180225,15908
16,인문학,생각하고 표현하는 말하기,K002638122,9791185939698,3700,인문과교양,목원대학교 교양국어 교재편찬위원회 지음,9500,9500,0,0%,470점,20200306,13995
17,인문학,질문이 답이 되는 순간,K912739010,9791190457149,3400,나무의마음,김제동 외 지음,25000,22500,2500,10%,"1,250점",20210325,8990
