순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,유아,나는 강물처럼 말해요,K402737059,9791158362157,77840,책읽는곰,"조던 스콧 지음, 시드니 스미스 그림, 김지은 옮김",13000,11700,1300,10%,650점,20210115,53620
2,유아,공원에서,8901247143,9788901247144,74800,웅진주니어,"앤서니 브라운 지음, 공경희 옮김",13000,11700,1300,10%,650점,20210219,14810
3,유아,착해야 하나요?,K512738386,9791158362027,77840,책읽는곰,"로렌 차일드 지음, 장미란 옮김",13000,11700,1300,10%,650점,20210205,21530
4,유아,우리는 언제나 다시 만나,896247851X,9788962478518,77800,위즈덤하우스,"윤여림 지음, 안녕달 그림",12000,10800,1200,10%,600점,20170720,37112
5,유아,바삭바삭 갈매기,8970947272,9788970947273,77810,한림출판사,전민걸 글.그림,13000,11700,1300,10%,650점,20141117,19504
6,유아,눈보라,8936455605,9788936455606,77810,창비,강경수 지음,14000,12600,1400,10%,700점,20210129,17300
7,유아,빨강머리 앤 스티커 미니북,K132738898,8809559747532,1,대원앤북,루시 모드 몽고메리 원작,4000,3200,800,20%,40점,20210209,9035
8,유아,슈퍼 히어로의 똥 닦는 법,K422532230,9791158360931,77810,책읽는곰,"안영은 지음, 최미란 그림",12000,10800,1200,10%,600점,20180410,12850
9,유아,어니스트의 멋진 하루,8901245116,9788901245119,74800,웅진주니어,"앤서니 브라운 지음, 공경희 옮김",13000,11700,1300,10%,650점,20210115,24445
10,유아,당근 유치원,8936455486,9788936455484,77810,창비,안녕달 지음,13000,11700,1300,10%,650점,20200522,36186
11,유아,알사탕,K422530533,9791158360375,77810,책읽는곰,백희나 글.그림,12000,10800,1200,10%,600점,20170325,76613
12,유아,생각하는 개구리,K492738328,9791190779258,74800,진선아이,"이와무라 카즈오 지음, 박지석 옮김",12000,10800,1200,10%,600점,20210223,4570
13,유아,집중력 미로찾기 : 바다,K912636237,8809611350458,1,아라미kids,롤프 하이먼 지음,10000,5000,5000,50%,50점,20200120,3991
14,유아,달 샤베트,1185564071,9791185564074,77810,책읽는곰,백희나 글.그림,12000,10800,1200,10%,600점,20140531,31876
15,유아,기적의 한글 학습 1,8962229447,9788962229448,74710,길벗스쿨,"최영환 지음, 천소 그림",9000,8100,900,10%,450점,20161024,24514
16,유아,우리 아기 오감발달 동물농장 사운드북,K162532536,8809264180921,1,어스본코리아,"샘 태플린 지음, 페데리카 아이오사 그림",18000,14400,3600,20%,150점,20180411,18993
17,유아,슈퍼 거북,8993242984,9788993242980,77810,책읽는곰,유설화 글.그림,11000,9900,1100,10%,550점,20140125,23959
18,유아,나는 개다,K262635888,9791158361365,77810,책읽는곰,백희나 글.그림,13000,11700,1300,10%,650점,20190415,34009
19,유아,세상에서 제일 재밌는 종이접기,K972533242,9791186494431,13630,슬로래빗,네모아저씨 이원표 지음,14000,12600,1400,10%,700점,20180824,36140
20,유아,42가지 마음의 색깔,K822433340,9791195588602,77870,레드스톤,"크리스티나 누녜스 페레이라 & 라파엘 R. 발카르셀 지음, 남진희 옮김",14000,12600,1400,10%,700점,20150805,15534
21,유아,세상에서 가장 힘이 센 말,K532630732,9791196981600,77810,달달북스,"이현정 지음, 이철민 그림, 김성미 꾸밈",13000,11700,1300,10%,650점,20200707,6196
